"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.02630535315438e-05,1.20888749208142,0.134,0.057,0.184149969516491,"5","ACSM5"
1.03799588023272e-05,-0.68660463798593,0.387,0.522,0.186247600790157,"5","EXT1"
1.04805581491905e-05,-0.976733864043628,0.166,0.305,0.188052654870924,"5","TCF7L1"
1.07253207968036e-05,-0.623714193829668,0.442,0.567,0.192444431057046,"5","MRC2"
1.08510801759943e-05,0.524510749765986,0.604,0.446,0.194700931597866,"5","CHST11"
1.10337181951531e-05,-1.25745595523936,0.111,0.241,0.197978005575633,"5","AASS"
1.10480051190115e-05,-1.42133869284766,0.101,0.228,0.198234355850423,"5","ITGA11"
1.11308020753153e-05,0.802557627334567,0.3,0.179,0.199719981637382,"5","SLC2A6"
1.1623612629141e-05,0.475970001540942,0.696,0.537,0.208562481404677,"5","CPM"
1.16428552548914e-05,0.81038129066316,0.309,0.186,0.208907751838517,"5","CCRL2"
1.17789779484199e-05,-0.953774026396129,0.286,0.421,0.211350201328498,"5","CPE"
1.18164270224868e-05,0.592256322703978,0.627,0.524,0.212022150064481,"5","ELL2"
1.1949965800207e-05,-1.14042793401931,0.166,0.298,0.214418236353115,"5","PALM"
1.24298638918857e-05,0.58902037645376,0.465,0.33,0.223029047812105,"5","ACOT13"
1.24454572833362e-05,-0.59504948513338,0.47,0.601,0.223308840034902,"5","AMOTL1"
1.24594235447046e-05,-1.31391954813936,0.134,0.261,0.223559436662635,"5","HIGD1B"
1.2694530931575e-05,-1.36903122617997,0.083,0.206,0.22777796850525,"5","MFAP2"
1.27135658010489e-05,-1.02644077744749,0.207,0.336,0.22811951116822,"5","ENO2"
1.27474805230814e-05,0.830986231828276,0.304,0.187,0.22872804302565,"5","TMEM38B"
1.278414306156e-05,0.587275144496803,0.484,0.347,0.229385878953572,"5","BLVRA"
1.28922354047996e-05,0.728873712369015,0.392,0.259,0.231325379868319,"5","SPIDR"
1.29291597742935e-05,-1.35562144831056,0.092,0.215,0.231987913830148,"5","FAM43A"
1.32101126999048e-05,0.604269096163017,0.465,0.331,0.237029052174392,"5","PIK3CB"
1.32215498825573e-05,-1.16635487699547,0.092,0.217,0.237234269542725,"5","PLXNA2"
1.35850179482949e-05,-0.295193036787134,0.931,0.929,0.243755977046255,"5","SRSF11"
1.39782319323782e-05,0.50065095427853,0.627,0.523,0.250811415562662,"5","PDE4DIP"
1.41555181532635e-05,0.467008027205845,0.687,0.541,0.253992462224006,"5","C14orf119"
1.41652807883282e-05,-0.636117179493336,0.512,0.619,0.254167633184972,"5","LTB"
1.42132024860142e-05,-0.352385026225801,0.806,0.854,0.255027492206552,"5","NFE2L1"
1.43157584443352e-05,-1.36723213887425,0.078,0.2,0.256867653766707,"5","TRPC1"
1.46354951254499e-05,-1.2255271745732,0.147,0.28,0.262604689035947,"5","CPA6"
1.4675775809746e-05,-0.635376482958193,0.424,0.569,0.263327445354273,"5","ECE1"
1.47911185027015e-05,0.765949820145405,0.359,0.234,0.265397039293973,"5","CDCP1"
1.48819318697564e-05,-0.629676135876664,0.447,0.58,0.267026503539038,"5","CD93"
1.51174779969445e-05,0.541607037275068,0.594,0.462,0.271252907699175,"5","SASH3"
1.52140276413639e-05,0.505589370720129,0.622,0.499,0.272985297968993,"5","PFKP"
1.53375823607722e-05,0.38824584813105,0.774,0.651,0.275202240299335,"5","SEL1L3"
1.54571209316325e-05,-0.732246254371891,0.387,0.508,0.277347120876282,"5","HYI"
1.55609287717582e-05,-0.774976122080533,0.272,0.423,0.279209744951658,"5","DIP2C"
1.59201581399306e-05,-1.10406124113503,0.106,0.231,0.285655397504774,"5","HIVEP2"
1.610279447792e-05,-0.937627557536758,0.152,0.29,0.288932441317319,"5","ADGRA3"
1.64462870640702e-05,1.14236367404624,0.171,0.085,0.295095728790612,"5","SUCNR1"
1.65655702873573e-05,-1.13312005170461,0.129,0.261,0.297236027666052,"5","MCC"
1.66081013408304e-05,-0.96424883725752,0.175,0.316,0.297999162358519,"5","EVC"
1.66176642969518e-05,0.386123020376657,0.779,0.652,0.298170750480207,"5","GMFG"
1.67766556078228e-05,-0.676599001818276,0.267,0.426,0.301023531571165,"5","TCEAL9"
1.68746756153607e-05,0.372598507577572,0.756,0.676,0.302782304566416,"5","PDCD6IP"
1.71396760775335e-05,1.16992116425566,0.18,0.092,0.307537207859183,"5","PROCA1"
1.73582998416396e-05,-0.673314137513034,0.406,0.543,0.31145997405854,"5","LIFR"
1.76206708866994e-05,0.831217528600039,0.295,0.182,0.316167697720048,"5","LPL"
1.76670455520042e-05,-0.602071512350163,0.442,0.567,0.316999798339612,"5","CLSTN1"
1.77008764548706e-05,-1.09991451136174,0.166,0.295,0.317606826229744,"5","BOC"
1.80018793403341e-05,-0.879108622869316,0.217,0.355,0.323007721003614,"5","GRK5"
1.83555448291191e-05,-0.625504042193895,0.396,0.529,0.329353540868883,"5","PTPRG"
1.85513526543856e-05,-1.62974382882993,0.06,0.171,0.332866920677641,"5","NCAM2"
1.88009516292802e-05,-1.03533949710248,0.207,0.34,0.337345475084174,"5","LTBP1"
1.89263819757597e-05,-0.475899205493331,0.783,0.785,0.339596071791056,"5","SFTA3"
1.9033746852332e-05,-0.25359537198158,0.949,0.963,0.341522519771392,"5","EIF4A2"
1.91258666074433e-05,-0.754846254428256,0.3,0.445,0.343175424537355,"5","DENND2A"
1.93211188219872e-05,0.426401442913362,0.724,0.596,0.346678835022916,"5","MBD2"
1.94512422870681e-05,-0.767889597088676,0.258,0.403,0.349013640356862,"5","ADGRD1"
1.96519579776446e-05,-0.606285886866042,0.406,0.543,0.352615081992878,"5","C16orf89"
1.98260110152653e-05,0.793900098609569,0.304,0.191,0.355738115646904,"5","C3orf62"
2.03638705477307e-05,0.412043307116344,0.65,0.51,0.365388929237932,"5","MGST1"
2.06453963795266e-05,-1.14523551780657,0.152,0.282,0.370440347237846,"5","NR1D1"
2.07657842904262e-05,-0.825313208563078,0.207,0.348,0.372600467523117,"5","CTSF"
2.07812877563384e-05,-1.71292982735969,0.051,0.158,0.37287864621198,"5","BHMT2"
2.09140162092054e-05,-1.1896243283125,0.124,0.248,0.375260192841773,"5","SNAI2"
2.09151430694995e-05,0.413123942410644,0.733,0.62,0.37528041209603,"5","UCP2"
2.12334116639379e-05,-1.15077846487206,0.12,0.246,0.380991105486038,"5","FHL2"
2.12877540104557e-05,-0.784939582492118,0.276,0.421,0.381966170209607,"5","SGCE"
2.15553587934272e-05,-1.16077534236164,0.115,0.241,0.386767802830464,"5","KLHL3"
2.22619447779285e-05,-1.38693934923485,0.101,0.221,0.39944607515037,"5","RBM24"
2.26601456202418e-05,-0.840525779517732,0.194,0.335,0.406590992863999,"5","SETBP1"
2.26842367558893e-05,0.67694362840819,0.313,0.196,0.407023260110921,"5","C11orf21"
2.29419066704838e-05,-0.901563742768937,0.29,0.421,0.411646631388491,"5","SYTL4"
2.29945971912671e-05,0.454734636640567,0.585,0.439,0.412592057402906,"5","MAPKAPK3"
2.31479045306956e-05,0.970432672963575,0.198,0.106,0.415342850994272,"5","CLDN23"
2.40567968660925e-05,0.391864771364179,0.802,0.714,0.431651106168298,"5","HPCAL1"
2.41820939086691e-05,0.482178980129266,0.613,0.479,0.433899311003249,"5","ARRB1"
2.4479850916114e-05,0.602403745391026,0.442,0.305,0.439241964987833,"5","C4orf48"
2.45995275072451e-05,-0.902952824596636,0.226,0.361,0.441389322062499,"5","C1QTNF7"
2.46145667938219e-05,0.811039865018048,0.276,0.165,0.441659171981547,"5","LILRB5"
2.48058457034047e-05,0.544897106312258,0.562,0.434,0.44509128945619,"5","PI4K2A"
2.48707450569705e-05,-0.804849595881444,0.276,0.412,0.446255778557222,"5","AMOTL2"
2.49953221315618e-05,0.506867924509407,0.668,0.574,0.448491065006613,"5","SORT1"
2.50588313580781e-05,-0.59768646045043,0.396,0.516,0.449630611057995,"5","ASAP2"
2.51697503515653e-05,0.309651415317539,0.885,0.839,0.451620830558136,"5","SNX3"
2.55316759379168e-05,0.299576280446144,0.848,0.763,0.458114861354041,"5","PLEKHO1"
2.6338700689606e-05,0.936914061705596,0.157,0.074,0.472595306473601,"5","DSC2"
2.67440284943708e-05,0.349234868693305,0.862,0.737,0.479868103274495,"5","IKZF1"
2.68895120173773e-05,1.21326633060895,0.115,0.048,0.482478514127801,"5","PRSS21"
2.70032471683321e-05,-0.594093076154672,0.507,0.607,0.484519263941383,"5","MYO1B"
2.72384643856766e-05,-0.824050040663427,0.281,0.415,0.488739766472195,"5","FBLN5"
2.76635884774362e-05,-1.03534658941652,0.143,0.272,0.496367768050638,"5","SGCB"
2.77163475886202e-05,-0.792851039212746,0.336,0.467,0.497314424782613,"5","CAMK2N1"
2.77767477072383e-05,-0.558194580931651,0.539,0.624,0.498398184110977,"5","HDAC7"
2.78111417574318e-05,-0.842060875594028,0.244,0.381,0.499015316553599,"5","SULF2"
2.79120139774686e-05,-0.9973618787553,0.152,0.286,0.500825266797718,"5","SYDE1"
2.82338978058268e-05,-0.664692444394089,0.263,0.404,0.50660082832995,"5","JUP"
2.83652814610115e-05,-1.48115707183055,0.088,0.202,0.508958245254928,"5","HOXD9"
2.86986951359968e-05,-0.799133987544857,0.286,0.416,0.514940686825191,"5","GATA6"
2.91722927871575e-05,-1.33388498363115,0.097,0.214,0.523438449479968,"5","PCDH18"
2.91925952473517e-05,0.50403134335897,0.636,0.519,0.523802736523232,"5","BAX"
2.94376441742098e-05,0.469264835088966,0.553,0.413,0.528199649417847,"5","MX1"
2.95155894822424e-05,-0.687156982020386,0.452,0.55,0.529598222079875,"5","IDO1"
2.97309840654462e-05,-0.487036722855598,0.585,0.68,0.533463047086302,"5","CUX1"
2.98256179202869e-05,-0.688424369865133,0.281,0.429,0.535161062343707,"5","RCN1"
2.98355133457777e-05,-0.872083697234548,0.281,0.408,0.535338615963288,"5","MAMDC2"
2.98402458436146e-05,-1.07044966511433,0.157,0.284,0.535423531171977,"5","PLEKHA5"
3.01944913437877e-05,-1.6992616655224,0.051,0.154,0.541779758181582,"5","SHROOM2"
3.0199650440771e-05,0.256580367373652,0.954,0.915,0.541872327858754,"5","ACTR3"
3.02374412331873e-05,-0.391399529390139,0.765,0.816,0.54255040804708,"5","RERE"
3.06621446308112e-05,-0.792254921581546,0.29,0.425,0.550170861110646,"5","DAG1"
3.11562391682403e-05,-0.839836994163734,0.35,0.457,0.559036399395735,"5","LIMA1"
3.14234273951666e-05,0.534035582341139,0.581,0.453,0.563830557751475,"5","AIF1"
3.19051899047748e-05,0.407994729523579,0.733,0.603,0.572474822461374,"5","HCLS1"
3.20303766549556e-05,0.456489827418089,0.622,0.471,0.574721048319869,"5","CORO1B"
3.24978852383563e-05,-0.888702794818382,0.235,0.37,0.583109554831827,"5","SPON1"
3.27903136920145e-05,-0.985193734125096,0.217,0.346,0.588356598575815,"5","PACSIN3"
3.28069503056641e-05,-1.0422810026611,0.152,0.28,0.58865510933453,"5","DMD"
3.28728794508108e-05,-0.701039014882349,0.373,0.496,0.589838075985898,"5","TEAD1"
3.31258151165159e-05,0.615324841639939,0.419,0.297,0.594376500635645,"5","HNMT"
3.36986640227428e-05,-0.535188991046208,0.41,0.546,0.604655128560073,"5","HPGD"
3.39289210810521e-05,0.828575913603139,0.258,0.154,0.608786630957318,"5","GALNT12"
3.39456816022168e-05,-0.856674725915704,0.267,0.396,0.609087364988576,"5","TBX4"
3.39528052938215e-05,-0.926688074845637,0.152,0.287,0.609215185387039,"5","NUMBL"
3.4272522469407e-05,-0.917417140478342,0.899,0.918,0.614951870668569,"5","IGKC"
3.43452447367845e-05,-0.809601289679325,0.24,0.375,0.616256726312124,"5","ZEB1"
3.46215688575589e-05,0.270979588151463,0.931,0.877,0.62121481001118,"5","ERP29"
3.51657204435678e-05,-1.00012546766764,0.152,0.285,0.630978521918937,"5","PTBP2"
3.57833426474015e-05,-0.683707388876036,0.217,0.363,0.642060517122325,"5","GXYLT2"
3.64380237508606e-05,-0.823315450985086,0.226,0.362,0.653807460161691,"5","PFKM"
3.66662548383662e-05,-0.502666357877735,0.535,0.633,0.657902610564804,"5","CAVIN2"
3.71859289719596e-05,0.358444946090458,0.816,0.695,0.667227123543872,"5","TRAPPC5"
3.74395002165847e-05,0.365955698695472,0.82,0.74,0.67177695238618,"5","EMP1"
3.74793275531396e-05,-0.899301283932148,0.226,0.359,0.672491574285984,"5","MLLT3"
3.75341088376979e-05,0.721544732926813,0.272,0.165,0.673474514874814,"5","MMP9"
3.7658627528708e-05,-1.7582061022802,0.088,0.197,0.675708753747608,"5","LEPR"
3.79132774808517e-05,0.549242889089842,0.53,0.402,0.680277937838922,"5","ACAA2"
3.79920819620329e-05,-0.786301149999667,0.327,0.453,0.681691926644756,"5","EPB41L2"
3.86495382925019e-05,0.412548032603512,0.654,0.529,0.693488665582362,"5","RIT1"
3.89851939101801e-05,-0.346074143143161,0.604,0.718,0.699511334330362,"5","FOXO3"
3.94632580441254e-05,-1.31072107282759,0.092,0.209,0.708089239085742,"5","NT5DC3"
3.96165628435854e-05,-1.20329968779195,0.12,0.24,0.710839987102453,"5","SSBP2"
3.99024631526401e-05,-1.01633644185303,0.143,0.274,0.715969896347822,"5","MAPK12"
4.03639473505644e-05,-0.398734745023438,0.622,0.711,0.724250307311176,"5","S100A13"
4.05491827988104e-05,-0.696314028739579,0.364,0.482,0.727573986959055,"5","CASK"
4.09221549935569e-05,0.681344196502007,0.387,0.267,0.734266227049392,"5","MTMR14"
4.17433101487824e-05,-0.857265874920065,0.318,0.438,0.749000213999602,"5","PPP1R14A"
4.19587279501389e-05,-0.432627723794783,0.548,0.664,0.752865455609341,"5","CDC42EP1"
4.1990803590208e-05,-0.566678715742033,0.442,0.566,0.753440988819102,"5","GABBR1"
4.2590519196388e-05,0.798640662509394,0.304,0.193,0.76420168594079,"5","ARHGEF28"
4.27693870101334e-05,-0.687705995756287,0.369,0.485,0.767411111122824,"5","DDR1"
4.27938062603671e-05,-0.726517820276959,0.235,0.366,0.767849265729768,"5","RGS5"
4.34409645904939e-05,0.603976424251084,0.548,0.432,0.779461227647233,"5","IFNGR1"
4.38208153512317e-05,-0.530983821950638,0.461,0.596,0.78627688984715,"5","KMT5B"
4.42296936084048e-05,-0.560177696890229,0.502,0.603,0.793613392415607,"5","AKT3"
4.44335793571367e-05,0.502041864827006,0.567,0.453,0.797271714405104,"5","IER5"
4.45728879428804e-05,-0.894755168396251,0.23,0.364,0.799771328359103,"5","STXBP6"
4.48804189145222e-05,-0.503933865138718,0.539,0.645,0.805289356583272,"5","MICA"
4.59070800987397e-05,-1.00320324621735,0.548,0.63,0.823710738211686,"5","IGHM"
4.65830490279473e-05,-0.965072781960784,0.198,0.324,0.835839648708458,"5","EBF4"
4.67001910056033e-05,-0.450205539571229,0.604,0.698,0.837941527213541,"5","SLC9A3R2"
4.69346290797936e-05,-0.798257314627895,0.286,0.423,0.842148049578736,"5","TSPAN7"
4.73365955686899e-05,-0.431760124216329,0.71,0.767,0.849360534289002,"5","GLS"
4.78071423766266e-05,-1.4642858013402,0.069,0.176,0.857803555663811,"5","DENND5B"
4.86986273550623e-05,1.34384180517364,0.12,0.052,0.873799470631882,"5","SLC12A8"
4.87107485451509e-05,-0.800672824449345,0.336,0.446,0.874016961145642,"5","PTPN13"
4.87572151002518e-05,-0.994196123457858,0.175,0.305,0.874850710543817,"5","PDLIM4"
4.94072567254966e-05,0.422345457458078,0.742,0.642,0.886514407425585,"5","MDM2"
4.94615916093193e-05,-0.502015657188024,0.544,0.656,0.887489338246016,"5","ZSCAN18"
4.96503723722466e-05,-1.18982382117808,0.129,0.245,0.89087663147522,"5","CLIP3"
4.98117713313617e-05,-0.515706969321218,0.442,0.58,0.893772612998623,"5","ORMDL3"
4.98528242013021e-05,-0.530143289609073,0.548,0.637,0.894509224643963,"5","RABAC1"
5.03240646629845e-05,0.900733979308264,0.253,0.153,0.902964692247931,"5","ABHD5"
5.30566387253634e-05,-0.714619838903164,0.23,0.367,0.951995268649196,"5","SPRY1"
5.35728661724535e-05,-1.60022011137076,0.055,0.157,0.961257937732333,"5","ALDH1A3"
5.38275963433701e-05,0.49521025103209,0.571,0.453,0.96582856118909,"5","CCDC93"
5.43176316745896e-05,-0.784602818181523,0.295,0.424,0.974621265137161,"5","PHLDA1"
5.44316403705703e-05,0.416169637097136,0.705,0.606,0.976666923169143,"5","NUMB"
5.51669789080589e-05,-0.993035038898656,0.152,0.277,0.989861102547301,"5","ZFYVE9"
5.51809511895859e-05,-0.78805674210238,0.194,0.327,0.99011180719474,"5","PXDN"
5.59111669310252e-05,-0.538641385412266,0.465,0.58,1,"5","MORF4L2"
5.6115523556836e-05,-0.644019797198303,0.392,0.513,1,"5","UNC13B"
5.66734805080958e-05,0.671682833314832,0.364,0.241,1,"5","ST3GAL6"
5.67668699634866e-05,-0.313481811421177,0.797,0.856,1,"5","SRSF1"
5.68305671320195e-05,-0.953844981218598,0.226,0.348,1,"5","DACH1"
5.68558936987341e-05,-0.641912928107774,0.419,0.518,1,"5","FAM118A"
5.71579033784139e-05,-0.61273191943973,0.447,0.57,1,"5","PIGR"
5.76068158532169e-05,-0.811657042424857,0.194,0.325,1,"5","PCBP4"
5.77638961055081e-05,-0.332234203675712,0.857,0.88,1,"5","LPCAT1"
5.77958357592027e-05,-0.925892890153849,0.751,0.793,1,"5","IGHA1"
5.78505570903276e-05,-1.31607652724089,0.115,0.229,1,"5","SLC2A4"
5.83422408022488e-05,-1.17961368381155,0.124,0.243,1,"5","ZNF483"
5.85881588563368e-05,1.32925050520168,0.101,0.042,1,"5","SLC28A3"
5.89770670208368e-05,-0.350583992724358,0.76,0.808,1,"5","HNRNPR"
5.95136549327949e-05,0.737995095664605,0.327,0.212,1,"5","LRRC8D"
5.99196850115483e-05,0.305311981633645,0.899,0.827,1,"5","EHBP1L1"
6.01972500686838e-05,-0.762189892039013,0.253,0.391,1,"5","LAMA3"
6.02106007447162e-05,-0.625708556513334,0.401,0.511,1,"5","PGRMC1"
6.03473448253488e-05,-0.65064588577555,0.392,0.514,1,"5","ACOXL"
6.08632401613232e-05,-0.605272890045843,0.355,0.499,1,"5","MARCKSL1"
6.22343511435708e-05,-0.622349368616837,0.429,0.543,1,"5","CLDN5"
6.26556766578985e-05,-0.653537279095765,0.341,0.481,1,"5","STARD10"
6.33267299259749e-05,-0.834251147829671,0.152,0.28,1,"5","CC2D2A"
6.34969516581027e-05,0.713616296755278,0.369,0.25,1,"5","LAT2"
6.43126650355577e-05,-1.05395686011211,0.18,0.298,1,"5","ANK2"
6.4753181234356e-05,-1.60728878279384,0.051,0.149,1,"5","GGT5"
6.49166536751174e-05,0.537957673254413,0.488,0.356,1,"5","CD58"
6.49461040868016e-05,0.769902286161465,0.23,0.133,1,"5","GNA15"
6.49873596395475e-05,0.521059967596423,0.461,0.336,1,"5","ZFYVE26"
6.50045966660378e-05,-0.596524733296813,0.323,0.455,1,"5","CLSTN3"
6.51387703875122e-05,0.818768851172331,0.235,0.138,1,"5","FCGR1A"
6.51765490051867e-05,0.812930633419647,0.267,0.163,1,"5","LILRB1"
6.53878005782963e-05,0.609901939863873,0.535,0.412,1,"5","CLN6"
6.54278937161339e-05,-0.588489027612006,0.401,0.532,1,"5","DAPK3"
6.56673678416935e-05,-0.551311117381364,0.488,0.614,1,"5","INMT"
6.61661438712088e-05,-1.0746097254545,0.101,0.219,1,"5","ROR1"
6.64588737078488e-05,-0.775260824255112,0.29,0.415,1,"5","ADCY6"
6.65712753242286e-05,-0.352047000873278,0.673,0.762,1,"5","NISCH"
6.66066565032924e-05,-0.497428483656777,0.654,0.731,1,"5","CLEC3B"
6.77518136269616e-05,0.380728394571023,0.737,0.617,1,"5","SHKBP1"
6.88109089772046e-05,-0.519965976092825,0.415,0.546,1,"5","FLT3LG"
6.8950517202492e-05,-0.506763196609729,0.484,0.601,1,"5","ATP8A1"
6.91061726056951e-05,-1.39643251318235,0.106,0.214,1,"5","PEG3"
7.0018897277972e-05,-0.741775615364055,0.272,0.403,1,"5","PRRX1"
7.03590808067587e-05,-0.775917580366987,0.272,0.405,1,"5","IFT57"
7.21558738625175e-05,-0.500154219941589,0.544,0.646,1,"5","PKD2"
7.23577326189619e-05,-0.370400192570583,0.691,0.783,1,"5","SNHG32"
7.40256691983154e-05,-0.768705293730851,0.276,0.404,1,"5","SEMA3C"
7.44375672476055e-05,0.529071932033884,0.562,0.441,1,"5","DRAM2"
7.46943713193267e-05,-1.55232202981359,0.065,0.166,1,"5","MED12L"
7.50463803473244e-05,1.25170645157721,0.124,0.057,1,"5","SLC7A7"
7.53036288892281e-05,-0.505321858664743,0.47,0.586,1,"5","ETS2"
7.67734691448107e-05,-0.851279556392331,0.212,0.34,1,"5","CD34"
7.74902927801023e-05,-0.449069258485187,0.475,0.599,1,"5","SKAP1"
7.84854069510321e-05,0.601320687407899,0.364,0.24,1,"5","DTX2"
7.90375986247639e-05,-0.509065771177357,0.433,0.561,1,"5","TPR"
7.92133948276176e-05,-0.732544134494091,0.313,0.431,1,"5","AGAP1"
7.92569075986126e-05,-0.458642284816213,0.576,0.683,1,"5","MAF"
7.96356052862607e-05,0.651706584822742,0.415,0.307,1,"5","FAM20C"
7.99580642246684e-05,-0.67462390643639,0.336,0.456,1,"5","HDGFL3"
8.0349282373642e-05,0.669051724176176,0.327,0.212,1,"5","MPND"
8.20344298726133e-05,-1.4883207118349,0.101,0.21,1,"5","IGFBP6"
8.28771549590826e-05,-0.858704865155603,0.281,0.403,1,"5","PRSS23"
8.31235234015995e-05,-0.887859290144172,0.221,0.345,1,"5","COL5A2"
8.37277884323551e-05,-0.583073211016367,0.53,0.625,1,"5","VIPR1"
8.38056450803986e-05,0.99694472160113,0.147,0.072,1,"5","DAGLA"
8.38444518030625e-05,-0.881041879499933,0.221,0.343,1,"5","GUCY1A2"
8.38476349220438e-05,0.524841010645335,0.553,0.424,1,"5","GRK3"
8.39063633709021e-05,-0.792351294113909,0.249,0.373,1,"5","SIAH2"
8.44604941094358e-05,0.477872935160782,0.65,0.551,1,"5","RILPL2"
8.4883013185925e-05,0.538705299034066,0.47,0.357,1,"5","TMEM33"
8.49090148016215e-05,0.426223149042513,0.737,0.661,1,"5","CDKN1A"
8.5880165876324e-05,-0.682557474722558,0.327,0.443,1,"5","CD96"
8.60357555090209e-05,-0.776734795176186,0.258,0.387,1,"5","TMEM100"
8.62260286283834e-05,0.50234968342935,0.452,0.316,1,"5","BLVRB"
8.70803537810494e-05,0.634171456449029,0.336,0.221,1,"5","C16orf54"
8.77971488919995e-05,-0.61068657898303,0.382,0.516,1,"5","KIDINS220"
8.78668567825897e-05,-0.934270294310624,0.184,0.304,1,"5","AFAP1L2"
8.90952721131013e-05,0.524405136220585,0.452,0.332,1,"5","OTULINL"
8.93108560133567e-05,-0.550609261197947,0.516,0.611,1,"5","CCDC50"
8.94495845192401e-05,-1.16456251587951,0.111,0.223,1,"5","NRSN2"
8.97396775836223e-05,-0.706182477028119,0.244,0.379,1,"5","KIAA1217"
9.07239049858714e-05,-1.77564282799932,0.051,0.144,1,"5","KLHL13"
9.33302307804076e-05,0.573818667139521,0.406,0.288,1,"5","LACTB"
9.36040715481253e-05,-0.282370548041194,0.834,0.889,1,"5","YPEL3"
9.38348436911896e-05,-0.901914852039429,0.152,0.279,1,"5","LRP5"
9.41325576815321e-05,-0.733142670516144,0.244,0.378,1,"5","MARC2"
9.42285468641296e-05,-1.0251198153847,0.143,0.258,1,"5","METTL24"
9.4424017859125e-05,-1.07929897019915,0.12,0.234,1,"5","SCN1B"
9.44906499226208e-05,0.385339524679267,0.747,0.674,1,"5","POR"
9.55459081299593e-05,-0.940683016412389,0.18,0.296,1,"5","ENTPD7"
9.5690850695818e-05,-1.30146506062726,0.106,0.215,1,"5","TBX1"
9.57101146563067e-05,-0.741289314965104,0.263,0.385,1,"5","PREPL"
9.57506339238106e-05,-0.979550555166436,0.143,0.262,1,"5","EPHA2"
9.58582287445729e-05,0.543446134946437,0.507,0.384,1,"5","ADAP2"
9.58631880564582e-05,-0.589099659206785,0.382,0.507,1,"5","PDGFA"
9.63715108452295e-05,-0.450451798320019,0.373,0.525,1,"5","PPP6R3"
9.71338473961347e-05,-0.509844380464449,0.479,0.599,1,"5","KRT8"
9.79653267406973e-05,-0.363027166244239,0.751,0.827,1,"5","RNF145"
9.83855660634396e-05,-1.1771002047444,0.092,0.2,1,"5","LONRF2"
9.84160779146382e-05,0.435144229368574,0.562,0.434,1,"5","SLC27A3"
9.91142613313791e-05,-1.25661280465833,0.055,0.154,1,"5","CPXM1"
9.93929741293543e-05,0.381278641532167,0.742,0.614,1,"5","TMX1"
0.000100392000399625,0.618587162788398,0.327,0.213,1,"5","SETDB2"
0.000100669584537864,-0.561507044030943,0.539,0.61,1,"5","DLC1"
0.000101142939589281,-1.67238219670444,0.06,0.156,1,"5","VGLL2"
0.000101231186631468,0.700529615980926,0.3,0.192,1,"5","PYGL"
0.000101357625189301,-1.08811145976534,0.129,0.242,1,"5","PLOD2"
0.000101370368019195,0.953968603027214,0.189,0.104,1,"5","CYP2S1"
0.000102089340419052,-1.1082005916906,0.101,0.213,1,"5","HEPH"
0.000102546442659405,-0.771276454841628,0.24,0.364,1,"5","MAP1LC3A"
0.00010292029087388,-1.09670813654944,0.134,0.249,1,"5","EVA1C"
0.000103381052701561,-0.87928812467916,0.194,0.32,1,"5","RHOBTB1"
0.000103898841315506,-0.883426221380469,0.198,0.319,1,"5","ZNF462"
0.00010418100401377,-0.729255768408042,0.24,0.371,1,"5","IFT80"
0.000104206072365515,-0.845438400364644,0.129,0.248,1,"5","BABAM2"
0.000105386682256904,-0.539850021671273,0.447,0.56,1,"5","HEG1"
0.000105895429184915,-1.60364984715511,0.046,0.138,1,"5","SEMA4F"
0.000106241153356232,-1.51945751527279,0.041,0.135,1,"5","TRO"
0.000106495213181097,-1.10906394391252,0.097,0.208,1,"5","BCL7A"
0.000106549357725229,0.53454580585781,0.392,0.269,1,"5","TRAPPC2L"
0.000107084342923727,0.529486156798263,0.571,0.447,1,"5","ZNF217"
0.000108503412680611,-0.590351110257631,0.396,0.52,1,"5","ESAM"
0.000109036841371781,-0.431935583838352,0.613,0.691,1,"5","PRRC2A"
0.000109360425207048,-0.945130246363148,0.138,0.254,1,"5","CDR2L"
0.00011063420965293,-0.758525290124835,0.304,0.432,1,"5","ELN"
0.00011146733950862,-0.38460592397601,0.636,0.734,1,"5","CPSF6"
0.000111763242520112,-1.14151823886307,0.129,0.239,1,"5","FAP"
0.000111835994999536,-0.759704269358631,0.226,0.354,1,"5","GNA14"
0.000111952827399673,0.5460363214259,0.419,0.296,1,"5","HTATIP2"
0.00011207476216383,-0.508036752985799,0.424,0.562,1,"5","ARID5A"
0.000112132771735375,-1.32457217932102,0.092,0.197,1,"5","PDE7B"
0.00011216485034502,-0.824964752048257,0.235,0.358,1,"5","PLEKHH3"
0.000112217396477003,-1.07605455827562,0.157,0.268,1,"5","NID1"
0.000112255109421505,0.345608224272685,0.673,0.538,1,"5","ATP13A3"
0.000112375196865284,0.62107822855521,0.429,0.305,1,"5","CBL"
0.000113248305133808,-0.457585857415255,0.604,0.7,1,"5","RUFY3"
0.000113742598256911,-0.877844562287597,0.194,0.319,1,"5","RBMS3"
0.000113858152067542,0.402964907981563,0.484,0.359,1,"5","TWF2"
0.000114200702981834,-0.866275448149547,0.194,0.317,1,"5","EDNRA"
0.000115394227213932,-0.934003777292712,0.184,0.306,1,"5","CSDC2"
0.000115567506959267,0.405574005962719,0.696,0.609,1,"5","GGA2"
0.000117690639134357,0.372431079361529,0.696,0.612,1,"5","IGF2R"
0.000118206481131672,0.788011629933869,0.258,0.157,1,"5","SARDH"
