"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.65473323150273e-104,0.685996614496362,1,0.994,1.37348878372853e-99,"0","ACTA2"
3.90068288678135e-90,0.567854378754872,1,0.998,6.99899530375177e-86,"0","MYL9"
2.73928506073315e-85,-0.871900831677054,0.998,1,4.91509918447348e-81,"0","CTSD"
6.22330015557118e-84,-0.919018813898453,0.994,0.996,1.11664674691414e-79,"0","LYZ"
5.67593566029373e-81,0.866615022113546,0.998,0.98,1.0184331355265e-76,"0","COL3A1"
2.0299044707978e-80,-0.420223849656794,1,1,3.64225759195249e-76,"0","CD74"
1.08845277119529e-76,-0.558419041453144,1,1,1.9530108073557e-72,"0","HLA-DRA"
2.16184732889815e-74,-0.588265307023968,1,1,3.87900266224196e-70,"0","FTL"
7.24250300313349e-74,0.558109399269108,0.994,0.981,1.29952231385224e-69,"0","MYLK"
4.261764916495e-73,0.714299696137173,0.987,0.869,7.64688478966697e-69,"0","OGN"
5.63662748915773e-72,0.644106342438478,1,0.981,1.01138007037957e-67,"0","TPM2"
2.38906916772038e-69,0.769537630806499,0.994,0.99,4.28670680764067e-65,"0","COL1A2"
1.99949566695272e-67,0.581235538686733,0.994,0.975,3.58769507521326e-63,"0","TAGLN"
9.50195233341226e-66,-0.505675310553737,1,1,1.70493530718416e-61,"0","PSAP"
9.99653697471818e-64,0.595251595927776,0.993,0.972,1.79367862937368e-59,"0","TPM1"
1.68408865591552e-60,0.739546607890651,0.98,0.946,3.02176027530922e-56,"0","COL6A3"
6.62255253595228e-59,-0.813223985936569,0.941,0.971,1.18828460152592e-54,"0","TYROBP"
8.82493932686897e-56,-0.728935077567644,0.972,0.985,1.5834588634201e-51,"0","C1QB"
3.78007157765936e-54,0.381315917712718,0.998,1,6.78258243179419e-50,"0","FLNA"
3.81417106590946e-54,0.57775705579809,0.987,0.944,6.84376714356134e-50,"0","AEBP1"
4.32418647180369e-54,0.682950923192228,0.956,0.865,7.75888778635737e-50,"0","CTSK"
1.02904855345862e-52,0.914685128238982,0.987,0.955,1.8464218194708e-48,"0","COL1A1"
1.11550079759447e-52,-0.697120272456387,0.969,0.989,2.00154308112376e-48,"0","CTSZ"
1.24073131892185e-51,0.554234429993023,0.994,0.966,2.22624420554148e-47,"0","COL6A2"
1.49672486428986e-51,-1.11962999462491,0.844,0.934,2.68557342399529e-47,"0","CHIT1"
7.3478754095458e-50,0.607142261469169,0.989,0.948,1.3184292847348e-45,"0","NBL1"
4.20941318926172e-49,-0.546109494644465,0.987,0.993,7.5529500854923e-45,"0","HLA-DRB1"
1.81442221944368e-48,-0.651249218482672,0.956,0.978,3.25561778834779e-44,"0","HLA-DQA1"
3.35516721649154e-48,-0.882309225539153,0.84,0.931,6.02017653655076e-44,"0","IFI30"
1.63392249768793e-45,0.724869518486493,0.881,0.712,2.93174713760146e-41,"0","MRVI1"
3.80205585245545e-45,-0.844527013067376,0.835,0.919,6.82202881606082e-41,"0","CTSS"
5.22512014207758e-45,-0.593401754898721,0.969,0.983,9.3754330709298e-41,"0","S100A10"
8.03271107851862e-45,-0.492972108238491,0.982,0.989,1.4413093488186e-40,"0","HLA-DPA1"
2.07976390293074e-44,-0.43220548842549,0.998,0.993,3.73172037102862e-40,"0","HLA-DPB1"
2.39780633922905e-44,-1.08007380211097,0.728,0.876,4.30238391447869e-40,"0","CCL18"
3.45010946362257e-43,-0.641050745902678,0.989,0.992,6.19053141057798e-39,"0","APOE"
4.38972011277234e-43,-0.926015121162647,0.752,0.896,7.87647479834741e-39,"0","ITGAX"
9.95365237801722e-43,-0.890050869796548,0.78,0.896,1.78598384618763e-38,"0","CD68"
3.38461326675479e-42,-0.957634463855559,0.782,0.914,6.07301158453811e-38,"0","APOC1"
5.24362978496547e-42,0.868592440260768,0.861,0.733,9.40864492316354e-38,"0","SFRP4"
2.40109354306354e-41,0.616461612847708,0.952,0.886,4.30828214431892e-37,"0","COL6A1"
2.52634924645553e-41,-0.548955694951108,0.961,0.98,4.53302845291515e-37,"0","LAPTM5"
2.53975104685411e-41,-0.898272423496971,0.828,0.906,4.55707530337033e-37,"0","FBP1"
4.83578912649183e-41,0.652093135010976,0.949,0.888,8.67685642966429e-37,"0","FBLN1"
7.65189028654328e-41,-0.571815580088765,0.925,0.965,1.37297867411446e-36,"0","HLA-DRB5"
1.68109182031565e-40,-0.660640762406791,0.928,0.973,3.01638305319237e-36,"0","CSTB"
3.90658668014366e-40,-0.8457801931239,0.804,0.908,7.00958848018177e-36,"0","CAPG"
5.2237222220859e-40,0.662444514564783,0.881,0.732,9.37292478308873e-36,"0","CNN1"
6.04736372734454e-40,-0.522432005697925,0.982,0.992,1.08507847359743e-35,"0","CTSB"
9.68078647726262e-40,-0.90693210848346,0.738,0.87,1.73702351761523e-35,"0","S100A9"
2.59894966585334e-39,-0.857144290561688,0.785,0.905,4.66329538544066e-35,"0","CYBB"
8.57313492922941e-39,0.727156033460681,0.82,0.644,1.53827760035163e-34,"0","IGFN1"
1.87250129879677e-36,0.70781713873085,0.859,0.718,3.35982908043105e-32,"0","GREM1"
3.20020943447802e-36,0.719251593099157,0.903,0.814,5.74213578828391e-32,"0","SPON2"
3.78241124791576e-36,0.625853118494976,0.861,0.714,6.78678050213525e-32,"0","TMOD1"
2.93300310517419e-35,0.630647414339903,0.923,0.816,5.26268747161404e-31,"0","PDLIM7"
8.13199861895518e-35,-0.940174246477041,0.565,0.79,1.45912451219913e-30,"0","GM2A"
1.10360138192251e-34,-1.09649768200722,0.569,0.78,1.98019195958355e-30,"0","MARCO"
1.43436330419476e-34,-0.608320870410825,0.886,0.951,2.57367807671665e-30,"0","S100A11"
7.35279262618572e-34,0.514039807462715,0.978,0.954,1.3193115809165e-29,"0","LUM"
1.1256070961809e-33,0.594438132921522,0.958,0.91,2.01967681267738e-29,"0","MMP2"
6.54277903163297e-33,-0.759192757487323,0.736,0.896,1.1739708416459e-28,"0","GRN"
1.63256958873525e-32,-0.936783150080376,0.633,0.807,2.92931961306766e-28,"0","LIPA"
1.81927338887115e-32,-0.502658287391276,0.93,0.968,3.26432224165151e-28,"0","HLA-DMA"
2.2984210426322e-32,0.852118785320402,0.71,0.518,4.12405687679496e-28,"0","MATN2"
5.82878947402442e-32,-0.779509180112171,0.734,0.862,1.0458596953242e-27,"0","FCER1G"
7.39422951733974e-32,-0.741324879435391,0.78,0.896,1.32674660229627e-27,"0","PGD"
3.78151788839182e-31,0.58845143764297,0.943,0.905,6.78517754714144e-27,"0","TCF21"
1.00441994582174e-30,0.358218720445089,0.996,0.996,1.80223070878794e-26,"0","DCN"
1.3863094201787e-30,0.67800121201253,0.879,0.767,2.48745499262665e-26,"0","CCN1"
1.85547124813035e-30,-0.638988609637044,0.806,0.917,3.32927206052029e-26,"0","ITGB2"
4.21459923462612e-30,-0.580328179991409,0.828,0.936,7.56225540668964e-26,"0","IFI27"
5.37991614253011e-30,-0.774860465636606,0.778,0.886,9.65318353454178e-26,"0","ACP5"
4.4975462631922e-29,0.754402904990909,0.78,0.599,8.06994726004576e-25,"0","ARMC9"
8.49600667200617e-29,-0.730605957737856,0.692,0.847,1.52443847715807e-24,"0","C1QA"
1.02927750646969e-28,-1.02155913832926,0.492,0.703,1.84683262985857e-24,"0","VSIG4"
1.42659138848242e-28,0.439725075483631,0.945,0.892,2.559732928354e-24,"0","CALD1"
7.10623371604675e-28,0.474654714634557,0.923,0.842,1.27507151567027e-23,"0","SOD3"
1.05565147743908e-27,-0.499934186015428,0.917,0.958,1.89415544596893e-23,"0","S100A4"
5.51154765178653e-27,0.776621644222448,0.767,0.613,9.88936995160057e-23,"0","COL16A1"
6.27965284674879e-27,-0.635193282477036,0.754,0.884,1.12675811029214e-22,"0","CYBA"
7.59203585576454e-27,-0.707448062657094,0.637,0.824,1.36223899359983e-22,"0","LTA4H"
1.15113850298877e-26,0.747672155724845,0.717,0.54,2.06548781591276e-22,"0","COL14A1"
1.41820306703339e-26,-1.06760256439975,0.42,0.635,2.54468176317802e-22,"0","KYNU"
2.81006681641826e-26,-0.847199829483041,0.543,0.755,5.04210288869928e-22,"0","FGR"
3.58135676618787e-26,0.487367662951943,0.921,0.872,6.42602844557089e-22,"0","PKIG"
1.02630365096376e-25,-0.56046149636229,0.899,0.94,1.84149664092427e-21,"0","AGER"
1.26453967185301e-25,-0.622290363824014,0.789,0.896,2.26896353320585e-21,"0","CRIP1"
1.30549483915253e-25,0.771591487790524,0.664,0.485,2.34244938989138e-21,"0","PRUNE2"
1.91770064933642e-25,0.710677516915446,0.804,0.663,3.44093027510433e-21,"0","NR4A1"
2.59421307040441e-25,0.52254810319339,0.857,0.714,4.65479651222663e-21,"0","SYNPO2"
4.92646368685745e-25,-0.67529861825892,0.694,0.846,8.83955379332832e-21,"0","SPI1"
6.01359633483591e-25,-0.58315473839443,0.793,0.902,1.07901959035961e-20,"0","LGALS3"
6.03987552627403e-25,-1.42294628590589,0.185,0.428,1.08373486567935e-20,"0","OSCAR"
6.795616059935e-25,-0.652558654230823,0.745,0.862,1.21933738963414e-20,"0","ADA2"
7.03899487389193e-25,-0.791373565280411,0.609,0.779,1.26300685022243e-20,"0","CYP27A1"
7.75060224224751e-25,0.369191512032589,0.982,0.952,1.39069056032647e-20,"0","LTBP4"
8.9316902487556e-25,-0.701940257199788,0.662,0.827,1.60261318133422e-20,"0","TGFBI"
2.66421256419323e-24,0.559946791874271,0.848,0.764,4.78039660393192e-20,"0","KANK2"
2.6724541026645e-24,0.417844146780537,0.936,0.892,4.7951843964109e-20,"0","CNN3"
5.8974661810177e-24,0.811077099601702,0.67,0.502,1.05818235686001e-19,"0","THBS2"
1.46940060844859e-23,0.460208857740956,0.928,0.879,2.6365455117393e-19,"0","RARRES2"
1.6186405633376e-23,0.364026433397326,0.993,0.99,2.90432676279666e-19,"0","SPARC"
1.93717427454084e-23,0.447657796683738,0.925,0.867,3.47587180080863e-19,"0","PPP1R12B"
6.29131681829559e-23,-0.328008993346809,0.971,0.994,1.12885097670678e-18,"0","OAZ1"
7.91214485991087e-23,-0.603643263941734,0.664,0.832,1.41967615221381e-18,"0","FCGR3A"
1.26099029869069e-22,0.392789171845068,0.978,0.967,2.26259489294071e-18,"0","PTGDS"
1.43250576753541e-22,0.369919108499232,0.972,0.952,2.57034509868879e-18,"0","SELENOP"
1.46910111872926e-22,0.474620489676607,0.916,0.839,2.63600813733591e-18,"0","SELENOM"
1.59352312903301e-22,-1.02489395171651,0.343,0.567,2.85925855042392e-18,"0","TREM2"
2.41027345136542e-22,0.374578449853115,0.982,0.973,4.32475365378498e-18,"0","IGFBP7"
2.55342112680042e-22,0.862539760487098,0.617,0.45,4.58160352781799e-18,"0","HAND2"
2.56072668411456e-22,0.448156294701945,0.947,0.904,4.59471188930676e-18,"0","SPARCL1"
2.57814677279296e-22,0.580058159625567,0.809,0.71,4.62596875442241e-18,"0","EMILIN1"
2.70504054493539e-22,-0.629970979916028,0.686,0.828,4.85365424977756e-18,"0","SGK1"
2.81759529304452e-22,0.559677099139056,0.835,0.722,5.05561123430979e-18,"0","PALLD"
3.90379307412785e-22,0.546422935716831,0.888,0.796,7.00457591290759e-18,"0","DES"
4.56950759946734e-22,0.718414612455342,0.64,0.452,8.19906748572424e-18,"0","ANO3"
4.67432437100165e-22,-0.918173489082027,0.433,0.654,8.38714021888827e-18,"0","SLC11A1"
5.18629500839937e-22,-0.537331862525834,0.857,0.933,9.30576913357098e-18,"0","C1QC"
5.80163612320858e-22,-0.910561790082979,0.44,0.646,1.04098756958732e-17,"0","NCF2"
6.12104852760627e-22,0.705832672701365,0.708,0.548,1.09829973730839e-17,"0","FBXO32"
8.02602633654951e-22,0.759319475284709,0.626,0.447,1.44010990556708e-17,"0","ITGA8"
8.63272546968673e-22,0.278007375725918,0.989,0.993,1.54896993102589e-17,"0","PTMS"
1.0740898916439e-21,0.29371174566701,0.993,0.992,1.92723949257665e-17,"0","HSPB1"
1.41597197421434e-21,0.595478904417901,0.771,0.637,2.5406785133328e-17,"0","CRYAB"
1.54265509604794e-21,-0.423020349212293,0.895,0.963,2.76798603883883e-17,"0","ARPC1B"
5.37701674628122e-21,0.771468921767838,0.611,0.427,9.6479811478524e-17,"0","MRGPRF"
5.74582217800505e-21,-0.651646288139122,0.624,0.791,1.03097287339945e-16,"0","TNFAIP2"
7.69154782821035e-21,1.08180667754914,0.56,0.401,1.38009442681578e-16,"0","CCL21"
7.9257814480685e-21,-0.496744787657379,0.892,0.935,1.42212296522693e-16,"0","TXN"
9.44612889302888e-21,-0.519080235155578,0.806,0.889,1.69491890727617e-16,"0","HLA-DMB"
1.31060840615903e-20,-1.0002140861707,0.294,0.52,2.35162466317115e-16,"0","NPL"
1.42368434757464e-20,0.742217844762951,0.637,0.473,2.55451682485318e-16,"0","TNFAIP8L3"
1.7664992229488e-20,1.00771967307956,0.481,0.304,3.16962955573703e-16,"0","PGR"
1.79952014915013e-20,-0.789848082006443,0.446,0.658,3.22887900362009e-16,"0","IGSF6"
2.5820162887838e-20,0.50413820775314,0.811,0.689,4.63291182696478e-16,"0","ANTXR2"
4.86094472801115e-20,0.386238393274759,0.969,0.944,8.72199312547041e-16,"0","MXRA7"
8.16607616831273e-20,-0.672557317412805,0.572,0.747,1.46523904688035e-15,"0","CTSC"
8.43580691199657e-20,-0.852156147320591,0.374,0.595,1.51363683421954e-15,"0","C1orf162"
1.84568274937991e-19,0.876754983567563,0.523,0.35,3.31170855721238e-15,"0","ATRNL1"
3.13460821959162e-19,0.651671872087934,0.673,0.514,5.62442752841325e-15,"0","HTRA1"
3.54910204478901e-19,0.953731594614641,0.479,0.302,6.36815379896492e-15,"0","ADAMTS19"
3.56340856339171e-19,0.448252935159636,0.883,0.822,6.39382398529374e-15,"0","MMP14"
4.36470043418244e-19,0.388867710589565,0.936,0.879,7.83158198905356e-15,"0","ACTN1"
6.13318148105546e-19,0.851931641332977,0.56,0.405,1.10047675314578e-14,"0","P2RY14"
6.15060453036774e-19,-0.869077549343338,0.396,0.604,1.10360297088388e-14,"0","MRC1"
1.74379167322866e-18,0.432441313067297,0.881,0.83,3.12888539927418e-14,"0","TCEAL4"
2.19908530645447e-18,-0.741012974753556,0.494,0.688,3.94581876537126e-14,"0","PLAUR"
3.65499748229629e-18,-0.658984946650459,0.508,0.711,6.55816198248424e-14,"0","S100A8"
5.42315547190279e-18,0.540292671882944,0.791,0.669,9.73076786323518e-14,"0","LHFPL6"
5.88202540598239e-18,0.292883204677542,0.983,0.975,1.05541181859542e-13,"0","APP"
6.4199125933533e-18,-1.37884659302912,0.158,0.35,1.15192491662538e-13,"0","TM4SF19"
7.53465526857469e-18,-0.959951951890645,0.319,0.526,1.35194319484036e-13,"0","CHI3L1"
1.11777045938277e-17,-0.866847224194053,0.383,0.574,2.0056155352705e-13,"0","HMOX1"
1.22644107219476e-17,-0.422743513487947,0.804,0.908,2.20060321583905e-13,"0","ANXA1"
1.27116069292089e-17,-0.305222183388137,0.972,0.981,2.28084363130796e-13,"0","CD44"
1.67337009505971e-17,0.412550800250047,0.89,0.841,3.00252796156564e-13,"0","RBPMS"
1.89323530907821e-17,0.441690012078468,0.837,0.766,3.39703211507903e-13,"0","VCL"
2.05159452074923e-17,-0.643240917670575,0.495,0.681,3.68117604858034e-13,"0","TALDO1"
2.05454899281785e-17,-0.739749839026957,0.459,0.649,3.68647725781307e-13,"0","SLC15A3"
2.29924956992736e-17,-1.03791360922964,0.194,0.399,4.12554350332067e-13,"0","HK3"
2.77717141986432e-17,-0.824299334044682,0.372,0.578,4.98307867866255e-13,"0","OLR1"
2.78866147358185e-17,0.646197377301177,0.635,0.509,5.00369528204792e-13,"0","MEIS2"
3.57018071712852e-17,0.467212945321476,0.818,0.732,6.4059752607437e-13,"0","PRKG1"
4.91541887129813e-17,-0.618388355582538,0.534,0.72,8.81973608077024e-13,"0","LST1"
6.36561759146694e-17,-0.839686023496153,0.374,0.572,1.14218276443691e-12,"0","ALOX5"
6.92414054970253e-17,-0.404208290120452,0.894,0.949,1.24239853883313e-12,"0","ICAM1"
7.51908699861822e-17,-0.351975815398955,0.927,0.961,1.34914978016207e-12,"0","WARS"
8.12194496550822e-17,-0.26226664463789,1,1,1.45732058516114e-12,"0","FN1"
1.52983875596982e-16,0.734879038635178,0.593,0.444,2.74498967983665e-12,"0","BAG2"
2.24894060163047e-16,-0.419878499115276,0.978,0.991,4.03527412150555e-12,"0","SLPI"
2.31166660148077e-16,-1.08028751072299,0.218,0.409,4.14782338303694e-12,"0","BCL2A1"
2.81055326600618e-16,-0.981102767657669,0.204,0.399,5.04297572519489e-12,"0","RBM47"
3.57001920975213e-16,-0.540343267030415,0.631,0.792,6.40568546805826e-12,"0","ALDH2"
3.9555575186644e-16,-0.780606294098275,0.389,0.583,7.09745685573954e-12,"0","CD163"
4.05712366285002e-16,0.706264397856877,0.637,0.519,7.27969698825179e-12,"0","HSPB6"
4.7578968166896e-16,-0.530088112708472,0.673,0.827,8.53709425818615e-12,"0","GPCPD1"
5.276058017187e-16,0.869357118713647,0.506,0.364,9.46683090023863e-12,"0","ANGPTL2"
8.37678371521785e-16,-0.996412705790433,0.255,0.442,1.50304630202154e-11,"0","PLA2G7"
1.03075465745301e-15,0.684713903004769,0.655,0.52,1.84948308186794e-11,"0","GEM"
1.06867588883383e-15,-0.637605424903882,0.571,0.725,1.91752514733455e-11,"0","CIR1"
1.06994336761843e-15,-0.484015142730963,0.695,0.833,1.91979938451774e-11,"0","TCIRG1"
1.50399345527243e-15,-0.507104605241905,0.699,0.816,2.69861545679531e-11,"0","GSAP"
1.77507641721991e-15,0.587131131096489,0.539,0.372,3.18501961541769e-11,"0","PTGER3"
2.19221977356511e-15,-0.736353130973887,0.345,0.55,3.93349993970787e-11,"0","TFRC"
2.35926510289777e-15,-1.03759676727306,0.182,0.364,4.23322937412947e-11,"0","C15orf48"
2.67329213239433e-15,-1.18033752954873,0.117,0.29,4.79668807315514e-11,"0","CLEC12A"
2.81125686070547e-15,-0.312543633248886,0.96,0.979,5.04423818516382e-11,"0","BRI3"
5.67359773800993e-15,-0.337713318098331,0.892,0.958,1.01801364213112e-10,"0","ANXA2"
6.34699909589946e-15,-0.390881564497127,0.84,0.91,1.13884204777724e-10,"0","CTSH"
6.48129647108224e-15,-0.969745006945111,0.228,0.414,1.16293902580629e-10,"0","SLAMF8"
6.6859926492518e-15,-0.436723457885791,0.787,0.877,1.19966766105525e-10,"0","TYMP"
8.24318320038917e-15,-0.562575520533781,0.569,0.733,1.47907436164583e-10,"0","RNF13"
8.50243872570504e-15,-1.08217301313507,0.16,0.334,1.52559258055325e-10,"0","TREM1"
9.44838506010494e-15,0.305079248522282,0.939,0.914,1.69532373133463e-10,"0","CLIC4"
9.66872794091297e-15,0.610449665232995,0.655,0.537,1.73485985443801e-10,"0","PLPP1"
1.16954783986655e-14,-0.819294856710504,0.29,0.481,2.09851968907255e-10,"0","ANPEP"
1.18003625054854e-14,-0.768963070615518,0.341,0.535,2.11733904435925e-10,"0","STX11"
1.31017441187142e-14,0.402671567714803,0.828,0.759,2.35084594722089e-10,"0","GJA1"
1.32607264218529e-14,0.720926277108241,0.528,0.378,2.37937214187307e-10,"0","SYTL4"
1.47822231826834e-14,0.266668836623833,0.983,0.966,2.65237430566889e-10,"0","CAVIN1"
1.5563020080937e-14,0.50918227472734,0.688,0.571,2.79247269312253e-10,"0","LMOD1"
1.5613979315627e-14,0.646030575498509,0.56,0.415,2.80161630860295e-10,"0","FGF7"
1.74062437807075e-14,-0.528779024090354,0.679,0.803,3.12320232157235e-10,"0","LMO7"
3.2760638286284e-14,0.812189119404937,0.411,0.265,5.87824132770793e-10,"0","CSDC2"
3.36058930431098e-14,0.330169776024559,0.912,0.887,6.02990538872519e-10,"0","PPP1R12C"
3.45269139478199e-14,-0.493002928712826,0.695,0.821,6.19516416965732e-10,"0","SRGN"
3.71021872246113e-14,0.534805318620731,0.688,0.595,6.65724545371201e-10,"0","VEGFD"
4.2703688813982e-14,-0.757781628758952,0.363,0.536,7.66232288389278e-10,"0","PLEK"
4.55643380501713e-14,-0.991068923349022,0.163,0.335,8.17560917634224e-10,"0","PLBD1"
4.79822931954817e-14,0.452467711319698,0.787,0.697,8.60946286806529e-10,"0","DMPK"
5.05458632862063e-14,-0.346800207646982,0.864,0.932,9.06944424944399e-10,"0","ENO1"
6.79848077494121e-14,-0.539242395954571,0.6,0.743,1.2198514054477e-09,"0","IFI6"
6.85611373957439e-14,-0.251785054734014,0.987,0.992,1.23019248829183e-09,"0","TAGLN2"
7.27826643705349e-14,-0.40293552615173,0.87,0.921,1.30593934680051e-09,"0","GPNMB"
7.41580789268806e-14,-0.477285345469952,0.688,0.826,1.33061841018502e-09,"0","CCDC88A"
8.07707199319009e-14,-0.784136650073953,0.295,0.485,1.4492690277381e-09,"0","MSR1"
8.72834752393416e-14,-0.693429218144341,0.402,0.58,1.56612739621951e-09,"0","LAIR1"
8.86122003918679e-14,-0.95547677958895,0.193,0.369,1.58996871163129e-09,"0","FLVCR2"
8.92772347921669e-14,-0.292776473663593,0.961,0.982,1.60190142387585e-09,"0","GLUL"
9.89826046084414e-14,0.681687500111905,0.516,0.375,1.77604487448926e-09,"0","ESR1"
1.00144873589868e-13,-1.13091462049624,0.139,0.302,1.796899466823e-09,"0","HCK"
1.00392996196528e-13,-1.07974506492669,0.154,0.319,1.8013515307543e-09,"0","AQP9"
1.03226454017529e-13,0.817856250981902,0.422,0.282,1.85219226443652e-09,"0","HOXA10"
1.11594355365676e-13,0.861025708912707,0.407,0.264,2.00233751832633e-09,"0","PDLIM4"
1.97890716167362e-13,0.733737345415376,0.505,0.384,3.55075312019098e-09,"0","ISOC1"
2.36808062868144e-13,-0.314234073668566,0.914,0.944,4.24904707204311e-09,"0","ARHGDIB"
2.39116707771473e-13,0.523409163815368,0.692,0.569,4.29047108754355e-09,"0","TBL1X"
2.69427757506611e-13,-0.663674621521154,0.317,0.506,4.83434225294113e-09,"0","ABCC3"
3.39736819789371e-13,0.605409622186842,0.651,0.535,6.09589775748069e-09,"0","COL5A1"
3.48721126020053e-13,0.489627681512726,0.714,0.613,6.25710316417781e-09,"0","MTSS2"
3.78959284251294e-13,0.61546758431815,0.58,0.446,6.79966643732097e-09,"0","BMERB1"
3.87864798652764e-13,-0.415622275656216,0.71,0.837,6.95945808222654e-09,"0","ARAP1"
4.45277102692836e-13,0.261467056294159,0.974,0.973,7.98960705361755e-09,"0","TIMP2"
6.8871015528747e-13,0.521500423612968,0.675,0.553,1.23575263163231e-08,"0","SMTN"
7.13747063532352e-13,-1.09802695955287,0.134,0.287,1.2806763560961e-08,"0","MCEMP1"
7.21970021829193e-13,0.335467547093292,0.892,0.866,1.29543081016812e-08,"0","SLC40A1"
7.49758196043022e-13,0.510270605856539,0.8,0.73,1.34529113115999e-08,"0","COL4A2"
1.0511697672277e-12,0.691173332992371,0.549,0.414,1.88611391333665e-08,"0","SH3PXD2B"
1.05572237303055e-12,-0.771495514173408,0.211,0.386,1.89428265392872e-08,"0","CCR1"
1.13373324103378e-12,-0.403814724205949,0.681,0.827,2.03425755438691e-08,"0","AKR1A1"
1.21583424064043e-12,0.390100412639668,0.771,0.695,2.18157137798112e-08,"0","MAP3K20"
1.41325617714877e-12,0.575708892639475,0.527,0.386,2.53580555865803e-08,"0","THSD4"
1.46081452752422e-12,-0.372363039487968,0.835,0.896,2.62113950673671e-08,"0","SH3BGRL3"
1.50183459014018e-12,-0.50292967046458,0.527,0.696,2.69474180508853e-08,"0","SLCO2B1"
1.5225269982458e-12,0.824885314704735,0.406,0.27,2.73187019295244e-08,"0","HOXD10"
1.62669454133449e-12,-0.400748565778593,0.752,0.858,2.91877801551648e-08,"0","SQOR"
1.65552623315894e-12,-0.586152264137111,0.594,0.721,2.97051072015709e-08,"0","CLIC5"
1.6611444010652e-12,0.411781615823446,0.826,0.763,2.98059139883129e-08,"0","FXYD6"
1.77658405189053e-12,-0.529542952224479,0.439,0.624,3.18772476430718e-08,"0","MYO1F"
1.84377317621696e-12,-0.409829867332353,0.646,0.797,3.30828221008609e-08,"0","LAP3"
1.89674443792486e-12,-0.601218738484953,0.374,0.561,3.40332854496857e-08,"0","THEMIS2"
2.00016416430723e-12,-0.405550727296769,0.738,0.851,3.58889456001646e-08,"0","VAMP8"
2.67176497596366e-12,0.404498270935204,0.817,0.743,4.7939478963716e-08,"0","MFGE8"
2.86808079465192e-12,0.720948361299278,0.58,0.465,5.14619736984394e-08,"0","MMP11"
2.98667649724122e-12,-0.470760452963429,0.617,0.774,5.35899363899992e-08,"0","GLIPR2"
3.11499513486366e-12,-0.598413225248819,0.433,0.596,5.58923577048587e-08,"0","NR1H3"
3.24257690947326e-12,-0.643249134789113,0.398,0.562,5.81815574866787e-08,"0","APOBR"
3.32201941992052e-12,0.34747831143647,0.899,0.895,5.96069944516338e-08,"0","MLPH"
3.58947265457421e-12,1.02449169746871,0.319,0.197,6.44059078410251e-08,"0","ABCB5"
3.605294242345e-12,-0.377922642874582,0.754,0.878,6.46897945903963e-08,"0","TKT"
4.46651767105378e-12,0.356841090427648,0.87,0.848,8.01427265717179e-08,"0","DST"
6.34086272513229e-12,-0.818457911743981,0.233,0.395,1.13774099877049e-07,"0","NCEH1"
6.35824255565805e-12,0.455603017333893,0.763,0.687,1.14085946176172e-07,"0","SERPINF1"
6.36028919622412e-12,-0.659874576204566,0.341,0.516,1.14122669047849e-07,"0","SLC38A6"
6.87723534633649e-12,-0.492109814692758,0.576,0.721,1.23398233819316e-07,"0","SAMHD1"
1.04657312743815e-11,0.594451042413987,0.527,0.391,1.87786616256227e-07,"0","SPEG"
1.20159960142861e-11,-0.584366855971069,0.431,0.605,2.15603016484335e-07,"0","PTPN6"
1.25934430587145e-11,0.437106543527561,0.824,0.762,2.25964148802515e-07,"0","C7"
1.26514682460441e-11,-0.311793249193807,0.862,0.938,2.27005294738769e-07,"0","ANXA11"
1.55076232793027e-11,-0.369525609238618,0.782,0.864,2.78253284500529e-07,"0","DBI"
1.7165691402162e-11,-0.448460279461723,0.714,0.817,3.08004000828992e-07,"0","SCPEP1"
1.8231048849009e-11,-0.686573018540227,0.27,0.448,3.27119709497768e-07,"0","PILRA"
1.96491131096405e-11,0.315090704430615,0.917,0.885,3.5256403652628e-07,"0","MFAP4"
2.03001596571371e-11,1.07680068622937,0.319,0.206,3.64245764728012e-07,"0","FAP"
2.08619224683344e-11,-0.713855406286968,0.279,0.446,3.74325474849325e-07,"0","C5AR1"
2.14105259105321e-11,-0.573453442355219,0.506,0.651,3.84169066412677e-07,"0","SERPINA1"
2.40725787997942e-11,-0.474622960123446,0.725,0.812,4.31934281404708e-07,"0","MS4A7"
2.43992039626754e-11,0.630102876183268,0.484,0.357,4.37794916702285e-07,"0","S1PR3"
2.46381737747759e-11,0.448561736393096,0.71,0.63,4.42082752040804e-07,"0","EPN2"
2.75133480421889e-11,0.645606977141137,0.574,0.456,4.93672003920995e-07,"0","RAMP1"
2.87362966456006e-11,0.591844485067043,0.618,0.523,5.15615370712011e-07,"0","TTC7B"
2.92264460851099e-11,-0.552660277386605,0.468,0.632,5.24410122105127e-07,"0","RASSF4"
3.75058745705487e-11,0.415754176932635,0.761,0.72,6.72967907419355e-07,"0","PBX1"
4.18224350071031e-11,0.737463122328045,0.339,0.213,7.50419951332451e-07,"0","ALDH1A2"
4.40530602796669e-11,-0.261146778897763,0.912,0.949,7.90444060598064e-07,"0","SOD2"
4.56119150700872e-11,-0.496556436083428,0.585,0.729,8.18414592102575e-07,"0","TSPO"
4.97920444820127e-11,-0.378975518288077,0.706,0.814,8.93418654140755e-07,"0","CD37"
